モノ,カテゴリ,行為
辞書,それを使用する際にミスや事故で起きる行為,誤って線を引く
辞書,それを使用する際にミスや事故で起きる行為,付箋をなくす
辞書,それを使用する際にミスや事故で起きる行為,辞書を踏む
辞書,それを使用する際にミスや事故で起きる行為,辞書を逆さまに読む
辞書,それを使用する際にミスや事故で起きる行為,辞書を紛失する
辞書,それを使用する際にミスや事故で起きる行為,辞書のカバーを破る
辞書,それを使用する際にミスや事故で起きる行為,辞書が見つからない
辞書,それを用いて人との関係の中で起こりうる行為,辞書を貸す
辞書,それを用いて人との関係の中で起こりうる行為,辞書を借りる
辞書,それを用いて人との関係の中で起こりうる行為,辞書を共有する
辞書,それを用いて人との関係の中で起こりうる行為,辞書について話す
辞書,それを用いて人との関係の中で起こりうる行為,辞書を推薦する
辞書,それを用いて人との関係の中で起こりうる行為,辞書を贈る
辞書,それを用いて人との関係の中で起こりうる行為,辞書を返す
辞書,それを用いて人との関係の中で起こりうる行為,一緒に辞書を使う
辞書,それを用いて人との関係の中で起こりうる行為,辞書の使い方を教える
辞書,それを用いて人との関係の中で起こりうる行為,辞書の感想を交換する
辞書,それを用いて人との関係の中で起こりうる行為,辞書を見せる
辞書,それを用いて人との関係の中で起こりうる行為,辞書を取り合う
辞書,それを用いて人との関係の中で起こりうる行為,辞書について議論する
辞書,それを用いて人との関係の中で起こりうる行為,辞書を使う時間を作る
辞書,それを用いて人との関係の中で起こりうる行為,辞書をプレゼントする
辞書,それを用いて人との関係の中で起こりうる行為,辞書を交換する
辞書,それを用いて人との関係の中で起こりうる行為,辞書を置き忘れる
辞書,それを用いて人との関係の中で起こりうる行為,辞書を探し合う
辞書,それを用いて人との関係の中で起こりうる行為,辞書を手渡す
辞書,それを用いて人との関係の中で起こりうる行為,辞書を分け合う
翻訳機,使用する際の一連の行為,翻訳機を取り出す
翻訳機,使用する際の一連の行為,電源を入れる
翻訳機,使用する際の一連の行為,言語を選択する
翻訳機,使用する際の一連の行為,翻訳モードを設定する
翻訳機,使用する際の一連の行為,テキストを入力する
翻訳機,使用する際の一連の行為,音声を録音する
翻訳機,使用する際の一連の行為,翻訳ボタンを押す
翻訳機,使用する際の一連の行為,翻訳結果を確認する
翻訳機,使用する際の一連の行為,発音を聞く
翻訳機,使用する際の一連の行為,翻訳結果をメモする
翻訳機,使用する際の一連の行為,翻訳結果をコピーする
翻訳機,使用する際の一連の行為,他の翻訳機能を試す
翻訳機,使用する際の一連の行為,翻訳履歴を確認する
翻訳機,使用する際の一連の行為,翻訳機をしまう
翻訳機,使用する際の一連の行為,翻訳機を充電する
翻訳機,使用する際の一連の行為,翻訳機をリセットする
翻訳機,使用する際の一連の行為,再度翻訳する
翻訳機,使用する際の一連の行為,翻訳精度を確認する
翻訳機,使用する際の一連の行為,他の言語に変更する
翻訳機,使用する際の一連の行為,翻訳機をアップデートする
翻訳機,それと他のモノを使って行う行為,スマホで翻訳結果を確認する
翻訳機,それと他のモノを使って行う行為,ノートに翻訳結果をメモする
翻訳機,それと他のモノを使って行う行為,PCで翻訳サイトを使う
翻訳機,それと他のモノを使って行う行為,タブレットで翻訳アプリを使う
翻訳機,それと他のモノを使って行う行為,辞書で単語を確認する
翻訳機,それと他のモノを使って行う行為,SNSで翻訳結果をシェアする
翻訳機,それと他のモノを使って行う行為,メールで翻訳結果を送る
翻訳機,それと他のモノを使って行う行為,ヘッドホンで翻訳を聞く
翻訳機,それと他のモノを使って行う行為,レシートを翻訳する
翻訳機,それと他のモノを使って行う行為,看板を翻訳する
翻訳機,それと他のモノを使って行う行為,メニューを翻訳する
翻訳機,それと他のモノを使って行う行為,書類を翻訳する
翻訳機,それと他のモノを使って行う行為,チャットで翻訳を使う
翻訳機,それと他のモノを使って行う行為,メモ帳に翻訳を書く
翻訳機,それと他のモノを使って行う行為,翻訳結果を印刷する
翻訳機,それと他のモノを使って行う行為,電子辞書と併用する
翻訳機,それと他のモノを使って行う行為,翻訳機をケースに入れる
翻訳機,それと他のモノを使って行う行為,翻訳結果をテキスト化する
翻訳機,それと他のモノを使って行う行為,翻訳結果を保存する
翻訳機,それと他のモノを使って行う行為,友人と翻訳結果を共有する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で架空の会話をする
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で言語を学ぶ
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機でゲームをする
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機でジョークを翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で歌詞を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で謎解きをする
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で言語クイズを作る
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で詩を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で物語を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で映画のセリフを翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機でスラングを翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で古典文学を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で新しい言葉を学ぶ
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で異文化を学ぶ
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で旅行ガイドを翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で料理レシピを翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で科学論文を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で技術書を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で歴史書を翻訳する
翻訳機,それを使用する目的以外で遊びとして行う行為,翻訳機で子供向けの本を翻訳する
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を手に取る
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を覗き込む
翻訳機,それを使用する際，無意識でついやってしまう行為,ボタンを押す
翻訳機,それを使用する際，無意識でついやってしまう行為,スクリーンをタップする
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳結果を読む
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳結果を聞く
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳モードを変更する
翻訳機,それを使用する際，無意識でついやってしまう行為,言語を変更する
翻訳機,それを使用する際，無意識でついやってしまう行為,画面をスクロールする
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳結果をメモする
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳履歴を確認する
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を回す
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を振る
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を落とす
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を置く
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機をポケットに入れる
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を取り出す
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を傾ける
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を拭く
翻訳機,それを使用する際，無意識でついやってしまう行為,翻訳機を充電する
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳機を落とす
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳結果を間違える
翻訳機,それを使用する際にミスや事故で起きる行為,電源が入らない
翻訳機,それを使用する際にミスや事故で起きる行為,言語を間違える
翻訳機,それを使用する際にミスや事故で起きる行為,バッテリーが切れる
翻訳機,それを使用する際にミスや事故で起きる行為,スクリーンが割れる
翻訳機,それを使用する際にミスや事故で起きる行為,ボタンが反応しない
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳が不正確
翻訳機,それを使用する際にミスや事故で起きる行為,音声が聞こえない
翻訳機,それを使用する際にミスや事故で起きる行為,テキスト入力ミス
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳結果を誤解する
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳機が故障する
翻訳機,それを使用する際にミスや事故で起きる行為,電源を切り忘れる
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳機を紛失する
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳機を盗まれる
翻訳機,それを使用する際にミスや事故で起きる行為,誤ってリセットする
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳履歴が消える
翻訳機,それを使用する際にミスや事故で起きる行為,翻訳機が熱くなる
翻訳機,それを使用する際にミスや事故で起きる行為,誤って言語を変更する
翻訳機,それを使用する際にミスや事故で起きる行為,アップデートに失敗する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を貸す
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を借りる
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を共有する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機について話す
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を推薦する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を贈る
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を返す
翻訳機,それを用いて人との関係の中で起こりうる行為,一緒に翻訳機を使う
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳結果を共有する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機の使い方を教える
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳結果の感想を交換する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を見せる
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を取り合う
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機について議論する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を使う時間を作る
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機をプレゼントする
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を交換する
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を置き忘れる
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を探し合う
翻訳機,それを用いて人との関係の中で起こりうる行為,翻訳機を手渡す
白黒テレビ,使用する際の一連の行為,白黒テレビの電源を入れる
白黒テレビ,使用する際の一連の行為,チャンネルを回す
白黒テレビ,使用する際の一連の行為,ボリュームを調整する
白黒テレビ,使用する際の一連の行為,アンテナを調整する
白黒テレビ,使用する際の一連の行為,画面を見つめる
白黒テレビ,使用する際の一連の行為,プログラムを選ぶ
白黒テレビ,使用する際の一連の行為,画面の明るさを調整する
白黒テレビ,使用する際の一連の行為,映像が鮮明か確認する
白黒テレビ,使用する際の一連の行為,ノイズを取り除く
白黒テレビ,使用する際の一連の行為,放送時間を確認する
白黒テレビ,使用する際の一連の行為,映像を再生する
白黒テレビ,使用する際の一連の行為,再生を停止する
白黒テレビ,使用する際の一連の行為,リモコンを使う
白黒テレビ,使用する際の一連の行為,電源を切る
白黒テレビ,使用する際の一連の行為,コンセントを差し込む
白黒テレビ,使用する際の一連の行為,椅子に座る
白黒テレビ,使用する際の一連の行為,画面に近づく
白黒テレビ,使用する際の一連の行為,目をこする
白黒テレビ,使用する際の一連の行為,他の家族と共有する
白黒テレビ,使用する際の一連の行為,テレビの前に集まる
白黒テレビ,それと他のモノを使って行う行為,リモコンで操作する
白黒テレビ,それと他のモノを使って行う行為,ビデオデッキを接続する
白黒テレビ,それと他のモノを使って行う行為,アンテナを調整する
白黒テレビ,それと他のモノを使って行う行為,音声をスピーカーに接続する
白黒テレビ,それと他のモノを使って行う行為,イヤホンを使う
白黒テレビ,それと他のモノを使って行う行為,テレビ台に置く
白黒テレビ,それと他のモノを使って行う行為,カバーをかける
白黒テレビ,それと他のモノを使って行う行為,タイマーをセットする
白黒テレビ,それと他のモノを使って行う行為,ビデオカセットを入れる
白黒テレビ,それと他のモノを使って行う行為,録画する
白黒テレビ,それと他のモノを使って行う行為,テレビガイドを読む
白黒テレビ,それと他のモノを使って行う行為,録画した番組を見る
白黒テレビ,それと他のモノを使って行う行為,リモコンの電池を交換する
白黒テレビ,それと他のモノを使って行う行為,リモコンを探す
白黒テレビ,それと他のモノを使って行う行為,ボリュームを上げる
白黒テレビ,それと他のモノを使って行う行為,テレビを移動する
白黒テレビ,それと他のモノを使って行う行為,クリーナーで掃除する
白黒テレビ,それと他のモノを使って行う行為,他の機器と接続する
白黒テレビ,それと他のモノを使って行う行為,放送時間をメモする
白黒テレビ,それと他のモノを使って行う行為,ブランケットをかける
白黒テレビ,それを使用する目的以外で遊びとして行う行為,白黒テレビでゲームをする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,画面に影を作る
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビに映る自分を確認する
白黒テレビ,それを使用する目的以外で遊びとして行う行為,リモコンで遊ぶ
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビの後ろに隠れる
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビ画面をキャンバスにする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,ノイズを楽しむ
白黒テレビ,それを使用する目的以外で遊びとして行う行為,古い映画を観る
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを積み木にする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを仮面にする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビでパズルをする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビで迷路を作る
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを回転させる
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビの上に物を置く
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを使ってボウリングをする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビをマントにする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビで絵を描く
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビで工作をする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを使ってDIYをする
白黒テレビ,それを使用する目的以外で遊びとして行う行為,テレビを使っておもちゃを作る
白黒テレビ,それを使用する際，無意識でついやってしまう行為,画面を見つめる
白黒テレビ,それを使用する際，無意識でついやってしまう行為,チャンネルを回す
白黒テレビ,それを使用する際，無意識でついやってしまう行為,ボリュームを調整する
白黒テレビ,それを使用する際，無意識でついやってしまう行為,目をこする
白黒テレビ,それを使用する際，無意識でついやってしまう行為,リモコンを探す
白黒テレビ,それを使用する際，無意識でついやってしまう行為,電源を入れる
白黒テレビ,それを使用する際，無意識でついやってしまう行為,アンテナを調整する
白黒テレビ,それを使用する際，無意識でついやってしまう行為,画面の明るさを調整する
白黒テレビ,それを使用する際，無意識でついやってしまう行為,音量を上げる
白黒テレビ,それを使用する際，無意識でついやってしまう行為,画面に近づく
白黒テレビ,それを使用する際，無意識でついやってしまう行為,放送時間を確認する
白黒テレビ,それを使用する際，無意識でついやってしまう行為,椅子に座る
白黒テレビ,それを使用する際，無意識でついやってしまう行為,画面に手をかざす
白黒テレビ,それを使用する際，無意識でついやってしまう行為,テレビを揺らす
白黒テレビ,それを使用する際，無意識でついやってしまう行為,テレビを拭く
白黒テレビ,それを使用する際，無意識でついやってしまう行為,目を細める
白黒テレビ,それを使用する際，無意識でついやってしまう行為,テレビを触る
白黒テレビ,それを使用する際，無意識でついやってしまう行為,ノイズを取り除く
白黒テレビ,それを使用する際，無意識でついやってしまう行為,リモコンを操作する
白黒テレビ,それを使用する際，無意識でついやってしまう行為,テレビの前に立つ
白黒テレビ,それを使用する際にミスや事故で起きる行為,テレビを落とす
白黒テレビ,それを使用する際にミスや事故で起きる行為,リモコンを壊す
白黒テレビ,それを使用する際にミスや事故で起きる行為,画面に傷をつける
白黒テレビ,それを使用する際にミスや事故で起きる行為,電源が入らない
白黒テレビ,それを使用する際にミスや事故で起きる行為,アンテナが折れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,放送が受信できない
白黒テレビ,それを使用する際にミスや事故で起きる行為,画面が割れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,音声が出ない
白黒テレビ,それを使用する際にミスや事故で起きる行為,電源を切り忘れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,リモコンの電池が切れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,映像が乱れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,ノイズが入る
白黒テレビ,それを使用する際にミスや事故で起きる行為,映像が映らない
白黒テレビ,それを使用する際にミスや事故で起きる行為,テレビが倒れる
白黒テレビ,それを使用する際にミスや事故で起きる行為,テレビを壊す
白黒テレビ,それを使用する際にミスや事故で起きる行為,テレビが熱くなる
白黒テレビ,それを使用する際にミスや事故で起きる行為,コンセントが抜ける
白黒テレビ,それを使用する際にミスや事故で起きる行為,テレビの設定を間違える
白黒テレビ,それを使用する際にミスや事故で起きる行為,電源コードが絡まる
白黒テレビ,それを使用する際にミスや事故で起きる行為,電源プラグが外れる
白黒テレビ,それを用いて人との関係の中で起こりうる行為,家族と一緒にテレビを見る
白黒テレビ,それを用いて人との関係の中で起こりうる行為,友人とテレビを見る
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビについて話す
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビの感想を交換する
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビ番組を推薦する
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを貸す
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを返す
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを共有する
白黒テレビ,それを用いて人との関係の中で起こりうる行為,一緒に番組を見る
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビの使い方を教える
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを見せる
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを取り合う
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビについて議論する
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを見る時間を作る
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビをプレゼントする
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを交換する
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを置き忘れる
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを探し合う
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを手渡す
白黒テレビ,それを用いて人との関係の中で起こりうる行為,テレビを分け合う
カラーテレビ,使用する際の一連の行為,カラーテレビの電源を入れる
カラーテレビ,使用する際の一連の行為,チャンネルを切り替える
カラーテレビ,使用する際の一連の行為,音量を調整する
カラーテレビ,使用する際の一連の行為,リモコンを使う
カラーテレビ,使用する際の一連の行為,入力ソースを選択する
カラーテレビ,使用する際の一連の行為,番組表を見る
カラーテレビ,使用する際の一連の行為,画面の明るさを調整する
カラーテレビ,使用する際の一連の行為,色彩を設定する
カラーテレビ,使用する際の一連の行為,アンテナを調整する
カラーテレビ,使用する際の一連の行為,番組を録画する
カラーテレビ,使用する際の一連の行為,録画を再生する
カラーテレビ,使用する際の一連の行為,再生を一時停止する
カラーテレビ,使用する際の一連の行為,録画を削除する
カラーテレビ,使用する際の一連の行為,電源を切る
カラーテレビ,使用する際の一連の行為,コンセントを差し込む
カラーテレビ,使用する際の一連の行為,椅子に座る
カラーテレビ,使用する際の一連の行為,画面に近づく
カラーテレビ,使用する際の一連の行為,目をこする
カラーテレビ,使用する際の一連の行為,テレビの前に集まる
カラーテレビ,使用する際の一連の行為,他の家族と共有する
カラーテレビ,それと他のモノを使って行う行為,ゲームコンソールを接続する
カラーテレビ,それと他のモノを使って行う行為,ブルーレイプレーヤーを使う
カラーテレビ,それと他のモノを使って行う行為,サウンドバーを接続する
カラーテレビ,それと他のモノを使って行う行為,ヘッドホンを使う
カラーテレビ,それと他のモノを使って行う行為,HDMIケーブルを使う
カラーテレビ,それと他のモノを使って行う行為,DVDプレーヤーを接続する
カラーテレビ,それと他のモノを使って行う行為,テレビ台に置く
カラーテレビ,それと他のモノを使って行う行為,カバーをかける
カラーテレビ,それと他のモノを使って行う行為,タイマーをセットする
カラーテレビ,それと他のモノを使って行う行為,録画機能を使う
カラーテレビ,それと他のモノを使って行う行為,テレビガイドを読む
カラーテレビ,それと他のモノを使って行う行為,インターネットに接続する
カラーテレビ,それと他のモノを使って行う行為,リモコンの電池を交換する
カラーテレビ,それと他のモノを使って行う行為,リモコンを探す
カラーテレビ,それと他のモノを使って行う行為,音量を上げる
カラーテレビ,それと他のモノを使って行う行為,テレビを移動する
カラーテレビ,それと他のモノを使って行う行為,クリーナーで掃除する
カラーテレビ,それと他のモノを使って行う行為,他の機器と接続する
カラーテレビ,それと他のモノを使って行う行為,放送時間をメモする
カラーテレビ,それと他のモノを使って行う行為,ブランケットをかける
カラーテレビ,それを使用する目的以外で遊びとして行う行為,カラーテレビでゲームをする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビ画面に影を作る
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビに映る自分を確認する
カラーテレビ,それを使用する目的以外で遊びとして行う行為,リモコンで遊ぶ
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビの後ろに隠れる
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビ画面をキャンバスにする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビの映像を楽しむ
カラーテレビ,それを使用する目的以外で遊びとして行う行為,古い映画を観る
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを積み木にする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを仮面にする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビでパズルをする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビで迷路を作る
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを回転させる
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビの上に物を置く
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを使ってボウリングをする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビをマントにする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビで絵を描く
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビで工作をする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを使ってDIYをする
カラーテレビ,それを使用する目的以外で遊びとして行う行為,テレビを使っておもちゃを作る
カラーテレビ,それを使用する際，無意識でついやってしまう行為,画面を見つめる
カラーテレビ,それを使用する際，無意識でついやってしまう行為,チャンネルを切り替える
カラーテレビ,それを使用する際，無意識でついやってしまう行為,音量を調整する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,目をこする
カラーテレビ,それを使用する際，無意識でついやってしまう行為,リモコンを探す
カラーテレビ,それを使用する際，無意識でついやってしまう行為,電源を入れる
カラーテレビ,それを使用する際，無意識でついやってしまう行為,入力ソースを変更する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,画面の明るさを調整する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,色彩を設定する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,音量を上げる
カラーテレビ,それを使用する際，無意識でついやってしまう行為,画面に近づく
カラーテレビ,それを使用する際，無意識でついやってしまう行為,放送時間を確認する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,椅子に座る
カラーテレビ,それを使用する際，無意識でついやってしまう行為,画面に手をかざす
カラーテレビ,それを使用する際，無意識でついやってしまう行為,テレビを揺らす
カラーテレビ,それを使用する際，無意識でついやってしまう行為,テレビを拭く
カラーテレビ,それを使用する際，無意識でついやってしまう行為,目を細める
カラーテレビ,それを使用する際，無意識でついやってしまう行為,テレビを触る
カラーテレビ,それを使用する際，無意識でついやってしまう行為,リモコンを操作する
カラーテレビ,それを使用する際，無意識でついやってしまう行為,テレビの前に立つ
カラーテレビ,それを使用する際にミスや事故で起きる行為,テレビを落とす
カラーテレビ,それを使用する際にミスや事故で起きる行為,リモコンを壊す
カラーテレビ,それを使用する際にミスや事故で起きる行為,画面に傷をつける
カラーテレビ,それを使用する際にミスや事故で起きる行為,電源が入らない
カラーテレビ,それを使用する際にミスや事故で起きる行為,アンテナが折れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,放送が受信できない
カラーテレビ,それを使用する際にミスや事故で起きる行為,画面が割れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,音声が出ない
カラーテレビ,それを使用する際にミスや事故で起きる行為,電源を切り忘れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,リモコンの電池が切れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,映像が乱れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,ノイズが入る
カラーテレビ,それを使用する際にミスや事故で起きる行為,映像が映らない
カラーテレビ,それを使用する際にミスや事故で起きる行為,テレビが倒れる
カラーテレビ,それを使用する際にミスや事故で起きる行為,テレビを壊す
カラーテレビ,それを使用する際にミスや事故で起きる行為,テレビが熱くなる
カラーテレビ,それを使用する際にミスや事故で起きる行為,コンセントが抜ける
カラーテレビ,それを使用する際にミスや事故で起きる行為,テレビの設定を間違える
カラーテレビ,それを使用する際にミスや事故で起きる行為,電源コードが絡まる
カラーテレビ,それを使用する際にミスや事故で起きる行為,電源プラグが外れる
カラーテレビ,それを用いて人との関係の中で起こりうる行為,家族と一緒にテレビを見る
カラーテレビ,それを用いて人との関係の中で起こりうる行為,友人とテレビを見る
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビについて話す
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビの感想を交換する
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビ番組を推薦する
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを貸す
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを返す
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを共有する
カラーテレビ,それを用いて人との関係の中で起こりうる行為,一緒に番組を見る
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビの使い方を教える
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを見せる
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを取り合う
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビについて議論する
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを見る時間を作る
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビをプレゼントする
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを交換する
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを置き忘れる
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを探し合う
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを手渡す
カラーテレビ,それを用いて人との関係の中で起こりうる行為,テレビを分け合う
フィルムカメラ,使用する際の一連の行為,フィルムカメラを取り出す
フィルムカメラ,使用する際の一連の行為,フィルムを装填する
フィルムカメラ,使用する際の一連の行為,シャッターを切る
フィルムカメラ,使用する際の一連の行為,フィルムを巻く
フィルムカメラ,使用する際の一連の行為,被写体を構える
フィルムカメラ,使用する際の一連の行為,レンズキャップを外す
フィルムカメラ,使用する際の一連の行為,絞りを調整する
フィルムカメラ,使用する際の一連の行為,ピントを合わせる
フィルムカメラ,使用する際の一連の行為,シャッタースピードを設定する
フィルムカメラ,使用する際の一連の行為,フラッシュを使う
フィルムカメラ,使用する際の一連の行為,フィルムを交換する
フィルムカメラ,使用する際の一連の行為,写真を撮る
フィルムカメラ,使用する際の一連の行為,撮影結果を確認する
フィルムカメラ,使用する際の一連の行為,カメラをしまう
フィルムカメラ,使用する際の一連の行為,フィルムを取り出す
フィルムカメラ,使用する際の一連の行為,フィルムを現像する
フィルムカメラ,使用する際の一連の行為,カメラの設定を変更する
フィルムカメラ,使用する際の一連の行為,カメラを手入れする
